,Unnamed: 0,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Primary Label,primary_probability,contest_id,contestant_id,won,probability,posterior,in_sample,secondary_probability,primary_brier,secondary_brier
538,538,539,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.5903,538,1,1,0.5903,0.908235294117647,1,0.6911127286554044,0.16785408999999996,0.09541134639870982
539,539,540,MM,274,7,1.86,2.13,0.47,0.54,1,0,0.5,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.7535,539,1,0,0.7535,0.145412130637636,1,0.8118743917140145,0.5677622499999999,0.6591400279210011
540,540,541,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.4,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.5915,540,1,1,0.5915,0.9207954162453656,1,0.7002181185886017,0.16687224999999997,0.08986917642255766
541,541,542,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.8851,541,1,1,0.8851,0.9723856948845632,1,0.8562431183209451,0.01320201,0.02066604103008578
542,542,543,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.6,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9109,542,1,1,0.9109,0.9797446059004844,1,0.9473137643766814,0.007938809999999992,0.0027758394241558506
543,543,544,MM,228,3,1.79,1.79,0.0,0.0,0,0,0.26624,1.79,1.79,0.0,No,0.0,0.0,0.0,3,MM,0.934,543,0,1,0.0659999999999999,0.781437125748503,1,0.7332192511318635,0.004355999999999993,0.07117196796664373
544,544,545,MM,231,2,1.69,1.69,0.3,0.0,1,0,0.212992,1.69,1.39,0.3,No,0.0,0.177515,0.0,2,MM,0.8796,544,0,1,0.1203999999999999,0.8047538200339559,1,0.7332192511318635,0.014496159999999989,0.07117196796664373
545,545,546,MM,232,2,1.69,1.69,0.0,0.0,1,0,0.170394,1.69,1.69,0.0,No,0.0,0.0,0.0,2,MM,0.9436,545,0,1,0.0564,0.7553956834532374,1,0.7262486924848719,0.0031809600000000005,0.07493977836624223
546,546,547,MM,234,2,1.69,1.99,0.0,0.0,0,0,0.136315,1.99,1.69,0.3,No,0.0,0.0,0.3,2,MM,0.9271,546,0,1,0.0728999999999999,0.7855227882037533,1,0.7262486924848719,0.005314409999999995,0.07493977836624223
547,547,548,MM,235,2,1.69,1.99,0.0,0.0,0,0,0.109052,1.99,1.69,0.3,No,0.0,0.0,0.3,2,MM,0.9336,547,0,1,0.0664,0.7288135593220338,1,0.7262486924848719,0.004408960000000002,0.07493977836624223
548,548,549,MM,236,2,1.75,1.99,0.0,0.0,0,0,0.087242,1.99,1.75,0.24,No,0.0,0.0,0.24,2,MM,0.9389,548,0,1,0.0611,0.7865168539325843,1,0.7262486924848719,0.0037332100000000055,0.07493977836624223
549,549,550,MM,236,7,1.75,1.99,0.0,0.4,0,0,0.069793,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.7488,549,0,1,0.2512,0.8313349320543565,1,0.7262486924848719,0.06310144,0.07493977836624223
550,550,551,MM,238,2,1.75,1.99,0.0,0.0,0,0,0.055835,1.99,1.75,0.24,No,0.0,0.0,0.24,2,MM,0.9508,550,0,1,0.0492,0.680161943319838,1,0.7262486924848719,0.002420640000000002,0.07493977836624223
551,551,552,MM,239,2,1.75,1.99,0.0,0.3,0,1,0.044668,1.69,1.75,-0.06,No,0.150754,0.0,0.24,2,MM,0.9848,551,0,1,0.0151999999999999,0.6091954022988506,1,0.7262486924848719,0.00023103999999999974,0.07493977836624223
552,552,553,CH,241,1,1.86,1.99,0.0,0.3,0,1,0.035734,1.69,1.86,-0.17,No,0.150754,0.0,0.13,1,MM,0.9877,552,0,0,0.0122999999999999,0.0024306258861656,1,0.7262486924848719,0.9755512900000001,0.527437163335986
553,553,554,MM,245,2,1.89,2.09,0.0,0.0,0,0,0.228587,2.09,1.89,0.2,No,0.0,0.0,0.2,2,MM,0.8783,553,0,1,0.1217,0.790268456375839,1,0.7332192511318635,0.014810890000000007,0.07117196796664373
554,554,555,CH,251,2,1.89,2.09,0.13,0.0,0,0,0.18287,2.09,1.76,0.33,No,0.0,0.068783,0.2,2,CH,0.5422,554,1,1,0.5422,0.9075907590759076,1,0.5254278240812489,0.20958084,0.22521875015625806
555,555,556,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.346296,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.637,555,1,1,0.637,0.9350157728706624,1,0.6911127286554044,0.131769,0.09541134639870982
556,556,557,MM,275,1,1.96,2.13,0.0,0.74,0,1,0.477037,1.39,1.96,-0.57,No,0.347418,0.0,0.17,1,MM,0.9066,556,0,1,0.0934,0.7725409836065574,1,0.7423246410650608,0.008723560000000007,0.06639659060224976
557,557,558,MM,276,1,1.99,2.13,0.0,0.0,0,1,0.381629,2.13,1.99,0.14,No,0.0,0.0,0.14,1,MM,0.8047,557,0,1,0.1953,0.8167006109979633,1,0.7423246410650608,0.03814209000000001,0.06639659060224976
558,558,559,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.5737,558,1,1,0.5737,0.9184952978056428,1,0.6911127286554044,0.18173169,0.09541134639870982
559,559,560,CH,270,7,1.86,2.13,0.27,0.0,1,0,0.6,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9713,559,1,1,0.9713,0.9917678534677916,1,0.9522259473012734,0.000823689999999997,0.0022823601112607053
560,560,561,MM,245,2,1.89,2.09,0.0,0.0,0,0,0.5,2.09,1.89,0.2,No,0.0,0.0,0.2,2,CH,0.6911,560,1,0,0.6911,0.1414408460013218,1,0.8027690017808172,0.47761921000000007,0.6444380702201697
561,561,562,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.4,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,MM,0.5731,561,0,0,0.4268999999999999,0.0831571529245947,1,0.6706716149318541,0.32844361000000005,0.4498004150753012
562,562,563,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.6672,1.79,1.79,0.0,No,0.0,0.0,0.0,4,CH,0.7025,562,1,1,0.7025,0.9359906895548444,1,0.7763521480116087,0.08850625,0.050018361699021394
563,563,564,CH,253,1,1.76,2.09,0.0,0.0,0,0,0.5,2.09,1.76,0.33,No,0.0,0.0,0.33,1,CH,0.8054,563,1,1,0.8054,0.961605584642234,1,0.821384661241995,0.03786916,0.031903439239636865
564,564,565,CH,266,7,1.86,2.13,0.37,0.0,1,0,0.6,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9763,564,1,1,0.9763,0.9934412789506046,1,0.9522259473012734,0.0005616900000000026,0.0022823601112607053
565,565,566,MM,227,4,1.79,1.79,0.0,0.0,0,1,0.4,1.79,1.79,0.0,No,0.0,0.0,0.0,4,MM,0.8569,565,0,1,0.1431,0.8064066852367688,1,0.7332192511318635,0.02047761,0.07117196796664373
566,566,567,MM,233,7,1.75,1.99,0.0,0.4,1,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.7098,566,0,1,0.2902,0.8380233356211393,1,0.7332192511318635,0.08421604,0.07117196796664373
567,567,568,CH,277,7,1.99,2.13,0.5,0.0,0,1,0.32,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0,CH,0.7769,567,1,1,0.7769,0.956377551020408,1,0.8118743917140145,0.04977360999999998,0.03539124449297204
568,568,569,MM,247,1,1.86,2.09,0.0,0.0,0,0,0.5,2.09,1.86,0.23,No,0.0,0.0,0.23,1,CH,0.5914,568,1,0,0.5914,0.1216825237856785,1,0.6911127286554044,0.34975396000000003,0.47763680370951866
569,569,570,MM,253,1,1.76,2.09,0.0,0.0,0,0,0.4,2.09,1.76,0.33,No,0.0,0.0,0.33,1,MM,0.5674,569,0,1,0.4326,0.8769585253456221,1,0.6615662249986568,0.18714276,0.11453742006165979
570,570,571,MM,236,3,1.79,2.09,0.0,0.0,0,0,0.077677,2.09,1.79,0.3,No,0.0,0.0,0.3,3,MM,0.8826,570,0,1,0.1173999999999999,0.7826887661141805,1,0.7262486924848719,0.013782759999999988,0.07493977836624223
571,571,572,CH,237,3,1.79,2.09,0.0,0.0,0,0,0.062142,2.09,1.79,0.3,No,0.0,0.0,0.3,3,MM,0.6006,571,0,0,0.3994,0.083108108108108,1,0.663972916283564,0.36072036,0.4408600335581007
572,572,573,MM,240,3,1.79,2.23,0.0,0.0,0,0,0.249713,2.23,1.79,0.44,No,0.0,0.0,0.44,3,MM,0.8652,572,0,1,0.1348,0.7957639939485628,1,0.7332192511318635,0.01817104000000001,0.07117196796664373
573,573,574,CH,255,3,1.99,2.29,0.0,0.0,0,0,0.199771,2.29,1.99,0.3,No,0.0,0.0,0.3,3,MM,0.8965,573,0,0,0.1035,0.0307418133214524,1,0.7262486924848719,0.8037122499999999,0.527437163335986
574,574,575,MM,256,3,1.99,2.29,0.0,0.0,0,0,0.359817,2.29,1.99,0.3,No,0.0,0.0,0.3,3,CH,0.5413,574,1,0,0.5413,0.1056006840530141,1,0.5323983827282405,0.29300569,0.283448037931646
575,575,576,CH,270,3,1.99,2.09,0.1,0.0,0,0,0.287853,2.09,1.89,0.2,No,0.0,0.050251,0.1,3,CH,0.5685,575,1,1,0.5685,0.9213280404186216,1,0.6911127286554044,0.18619225,0.09541134639870982
576,576,577,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.6,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.8488,576,1,1,0.8488,0.9627372861495196,1,0.8636200957714631,0.02286144,0.018599478277384885
577,577,578,CH,250,7,1.86,2.09,0.0,0.0,0,0,0.5,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.7864,577,1,1,0.7864,0.951163967611336,1,0.821384661241995,0.045624960000000006,0.031903439239636865
578,578,579,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.6,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9437,578,1,1,0.9437,0.9864406779661016,1,0.9522259473012734,0.003169690000000002,0.0022823601112607053
579,579,580,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.8511,579,1,1,0.8511,0.9652400094585007,1,0.8562431183209451,0.02217121000000001,0.02066604103008578
580,580,581,CH,255,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9118,580,1,1,0.9118,0.9806805708013172,1,0.9473137643766814,0.00777923999999999,0.0027758394241558506
581,581,582,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.68,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9655,581,1,1,0.9655,0.9898823043568036,1,0.9522259473012734,0.0011902499999999984,0.0022823601112607053
582,582,583,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.744,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,CH,0.9592,582,1,1,0.9592,0.9893727859970828,1,0.9522259473012734,0.0016646399999999957,0.0022823601112607053
583,583,584,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.7952,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9901,583,1,1,0.9901,0.9973763874873864,1,0.9522259473012734,9.80100000000004e-05,0.0022823601112607053
584,584,585,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.83616,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9934,584,1,1,0.9934,0.9979818365287588,1,0.9522259473012734,4.356000000000066e-05,0.0022823601112607053
585,585,586,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.868928,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9943,585,1,1,0.9943,0.9981924081140792,1,0.9522259473012734,3.2490000000000436e-05,0.0022823601112607053
586,586,587,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.895142,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.989,586,1,1,0.989,0.9969635627530364,1,0.9522259473012734,0.00012100000000000022,0.0022823601112607053
587,587,588,CH,231,1,1.69,1.69,0.3,0.2,1,0,0.5,1.49,1.39,0.1,No,0.118343,0.177515,0.0,1,CH,0.7431,587,1,1,0.7431,0.9494922501336184,1,0.8027690017808172,0.06599761000000001,0.03890006665853528
588,588,589,MM,234,7,1.75,1.99,0.0,0.4,1,0,0.6,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.6604,588,1,0,0.6604,0.1317188422917897,1,0.8101459792313352,0.43612816,0.6563365076646991
589,589,590,CH,251,7,1.86,2.09,0.1,0.0,0,0,0.48,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.8696,589,1,1,0.8696,0.9719862227324914,1,0.8562431183209451,0.01700415999999999,0.02066604103008578
590,590,591,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.584,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.9304,590,1,1,0.9304,0.9848877374784112,1,0.9473137643766814,0.004844159999999999,0.0027758394241558506
591,591,592,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.6672,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9023,591,1,1,0.9023,0.9771821001329198,1,0.9473137643766814,0.009545290000000001,0.0027758394241558506
592,592,593,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.73376,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9729,592,1,1,0.9729,0.9926047658175844,1,0.9522259473012734,0.0007344100000000007,0.0022823601112607053
593,593,594,CH,255,7,1.86,2.18,0.0,0.0,0,0,0.787008,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9787,593,1,1,0.9787,0.9934533551554828,1,0.9522259473012734,0.0004536899999999994,0.0022823601112607053
594,594,595,CH,256,7,1.86,2.18,0.0,0.0,0,0,0.829606,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.982,594,1,1,0.982,0.9934787038923986,1,0.9522259473012734,0.00032400000000000056,0.0022823601112607053
595,595,596,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.863685,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9854,595,1,1,0.9854,0.99633923123856,1,0.9522259473012734,0.00021315999999999843,0.0022823601112607053
596,596,597,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.890948,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9882,596,1,1,0.9882,0.9961522883758608,1,0.9522259473012734,0.00013924000000000076,0.0022823601112607053
597,597,598,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.912758,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9892,597,1,1,0.9892,0.9969690846635684,1,0.9522259473012734,0.00011664000000000069,0.0022823601112607053
598,598,599,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.930207,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.9893,598,1,1,0.9893,0.9971625456019456,1,0.9522259473012734,0.00011449000000000092,0.0022823601112607053
599,599,600,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.944165,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,CH,0.9838,599,1,1,0.9838,0.996133496133496,1,0.9522259473012734,0.00026243999999999974,0.0022823601112607053
600,600,601,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.955332,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,CH,0.9862,600,1,1,0.9862,0.9941247974068071,1,0.9522259473012734,0.00019044000000000095,0.0022823601112607053
601,601,602,CH,261,7,1.86,2.13,0.0,0.24,0,0,0.964266,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,CH,0.9864,601,1,1,0.9864,0.9961382113821138,1,0.9522259473012734,0.00018495999999999853,0.0022823601112607053
602,602,603,CH,262,7,1.86,2.13,0.0,0.0,0,0,0.971413,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.992,602,1,1,0.992,0.9981869460112812,1,0.9522259473012734,6.400000000000012e-05,0.0022823601112607053
603,603,604,CH,262,7,1.86,2.13,0.0,0.0,0,0,0.97713,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9922,603,1,1,0.9922,0.9973832528180354,1,0.9522259473012734,6.0840000000000454e-05,0.0022823601112607053
604,604,605,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.981704,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9968,604,1,1,0.9968,0.9997995991983968,1,0.9522259473012734,1.0239999999999877e-05,0.0022823601112607053
605,605,606,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.985363,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0,CH,0.9968,605,1,1,0.9968,0.9981927710843372,1,0.9522259473012734,1.0239999999999877e-05,0.0022823601112607053
606,606,607,CH,266,1,1.86,1.99,0.0,0.1,0,0,0.988291,1.89,1.86,0.03,No,0.050251,0.0,0.13,1,CH,0.9789,606,1,1,0.9789,0.9936786296900488,1,0.9522259473012734,0.0004452100000000003,0.0022823601112607053
607,607,608,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.990633,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9887,607,1,1,0.9887,0.9957627118644068,1,0.9522259473012734,0.00012768999999999948,0.0022823601112607053
608,608,609,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.992506,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9957,608,1,1,0.9957,0.9987966305655837,1,0.9522259473012734,1.8489999999999747e-05,0.0022823601112607053
609,609,610,CH,277,7,1.99,2.13,0.5,0.0,0,1,0.994005,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0,CH,0.9942,609,1,1,0.9942,0.9973853580048272,1,0.9522259473012734,3.3640000000000315e-05,0.0022823601112607053
610,610,611,MM,251,7,1.86,2.09,0.1,0.0,0,0,0.6,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0,CH,0.9375,610,1,0,0.9375,0.2043343653250774,1,0.9473137643766814,0.87890625,0.8974033681775185
611,611,612,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.2048,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,MM,0.8952,611,0,0,0.1048,0.0278831139861699,1,0.7262486924848719,0.80138304,0.527437163335986
612,612,613,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.36384,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.6579,612,1,1,0.6579,0.927042508290624,1,0.8027690017808172,0.11703240999999998,0.03890006665853528
613,613,614,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.491072,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.893,613,1,1,0.893,0.9717615419094576,1,0.9399367869261633,0.011448999999999997,0.0036075895647531032
614,614,615,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.592858,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0,CH,0.8597,614,1,1,0.8597,0.9699090272918124,1,0.8636200957714631,0.019684089999999994,0.018599478277384885
615,615,616,CH,262,7,1.86,2.13,0.0,0.0,0,0,0.674286,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9629,615,1,1,0.9629,0.9898150072749948,1,0.9522259473012734,0.0013764100000000015,0.0022823601112607053
616,616,617,CH,262,7,1.86,2.13,0.0,0.0,0,0,0.739429,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9748,616,1,1,0.9748,0.992182678461222,1,0.9522259473012734,0.00063504,0.0022823601112607053
617,617,618,CH,264,1,1.76,1.99,0.0,0.4,0,0,0.791543,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1,CH,0.9296,617,1,1,0.9296,0.980893087161872,1,0.9473137643766814,0.004956160000000003,0.0027758394241558506
618,618,619,CH,265,1,1.76,1.99,0.0,0.1,0,0,0.833234,1.89,1.76,0.13,No,0.050251,0.0,0.23,1,CH,0.9661,618,1,1,0.9661,0.9881373569198753,1,0.9522259473012734,0.0011492100000000027,0.0022823601112607053
619,619,620,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.866588,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9865,619,1,1,0.9865,0.9959357854094696,1,0.9522259473012734,0.00018224999999999882,0.0022823601112607053
620,620,621,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.89327,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9944,620,1,1,0.9944,0.9987937273823884,1,0.9522259473012734,3.1360000000000554e-05,0.0022823601112607053
621,621,622,CH,270,1,1.86,2.18,0.0,0.0,0,0,0.914616,2.18,1.86,0.32,No,0.0,0.0,0.32,1,CH,0.9857,621,1,1,0.9857,0.9961444805194806,1,0.9522259473012734,0.00020448999999999942,0.0022823601112607053
622,622,623,CH,271,1,1.86,2.18,0.0,0.0,0,0,0.931693,2.18,1.86,0.32,No,0.0,0.0,0.32,1,CH,0.986,622,1,1,0.986,0.9963511048043788,1,0.9522259473012734,0.00019600000000000035,0.0022823601112607053
623,623,624,CH,272,1,1.86,2.18,0.0,0.0,0,0,0.945354,2.18,1.86,0.32,No,0.0,0.0,0.32,1,CH,0.988,623,1,1,0.988,0.9961561804572122,1,0.9522259473012734,0.00014400000000000025,0.0022823601112607053
624,624,625,CH,272,1,1.86,2.18,0.0,0.0,0,0,0.956283,2.18,1.86,0.32,No,0.0,0.0,0.32,1,CH,0.9884,624,1,1,0.9884,0.9985852869846402,1,0.9522259473012734,0.00013456000000000126,0.0022823601112607053
625,625,626,CH,273,7,1.86,2.13,0.0,0.54,0,0,0.965027,1.59,1.86,-0.27,Yes,0.253521,0.0,0.27,0,CH,0.9813,625,1,1,0.9813,0.994305470815538,1,0.9522259473012734,0.0003496900000000019,0.0022823601112607053
626,626,627,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.972021,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9917,626,1,1,0.9917,0.9979822437449556,1,0.9522259473012734,6.888999999999957e-05,0.0022823601112607053
627,627,628,MM,242,2,1.75,1.99,0.16,0.3,0,1,0.4,1.69,1.59,0.1,No,0.150754,0.091429,0.24,2,MM,0.837,627,0,1,0.163,0.8113207547169812,1,0.7332192511318635,0.02656900000000001,0.07117196796664373
628,628,629,CH,256,2,1.89,2.18,0.13,0.0,0,0,0.32,2.18,1.76,0.42,No,0.0,0.068783,0.29,2,CH,0.5411,628,1,1,0.5411,0.913786696395392,1,0.5323983827282405,0.21058920999999997,0.21865127247516508
629,629,630,MM,260,2,1.86,2.18,0.0,0.7,0,0,0.456,1.48,1.86,-0.38,No,0.321101,0.0,0.32,2,MM,0.7646,629,0,1,0.2354,0.8254237288135593,1,0.7332192511318635,0.055413160000000024,0.07117196796664373
630,630,631,CH,246,3,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.6038,630,1,1,0.6038,0.9200792602377807,1,0.6911127286554044,0.15697444,0.09541134639870982
631,631,632,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.6,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0,CH,0.9109,631,1,1,0.9109,0.9780461031833152,1,0.9473137643766814,0.007938809999999992,0.0027758394241558506
632,632,633,MM,242,1,1.86,1.99,0.0,0.3,0,1,0.3072,1.69,1.86,-0.17,No,0.150754,0.0,0.13,1,MM,0.848,632,0,1,0.152,0.8256997455470738,1,0.7332192511318635,0.023104000000000006,0.07117196796664373
633,633,634,CH,239,3,1.79,2.23,0.0,0.0,0,0,0.813222,2.23,1.79,0.44,No,0.0,0.0,0.44,3,CH,0.9571,633,1,1,0.9571,0.9880803011292346,1,0.9522259473012734,0.0018404100000000041,0.0022823601112607053
634,634,635,CH,241,3,1.79,2.23,0.0,0.0,0,0,0.850578,2.23,1.79,0.44,No,0.0,0.0,0.44,3,CH,0.9722,634,1,1,0.9722,0.9930141771111568,1,0.9522259473012734,0.0007728400000000026,0.0022823601112607053
635,635,636,CH,244,3,1.99,2.23,0.0,0.0,0,0,0.880462,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.9701,635,1,1,0.9701,0.9903192584963956,1,0.9522259473012734,0.0008940100000000023,0.0022823601112607053
636,636,637,CH,268,3,1.99,2.09,0.1,0.0,0,0,0.90437,2.09,1.89,0.2,No,0.0,0.050251,0.1,3,CH,0.9443,636,1,1,0.9443,0.9855472901168968,1,0.9522259473012734,0.003102489999999997,0.0022823601112607053
637,637,638,CH,237,3,1.79,2.09,0.0,0.0,0,0,0.540992,2.09,1.79,0.3,No,0.0,0.0,0.3,3,CH,0.8435,637,1,1,0.8435,0.96671388101983,1,0.8636200957714631,0.02449224999999999,0.018599478277384885
638,638,639,MM,248,3,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.5487,638,1,0,0.5487,0.1112084063047285,1,0.5323983827282405,0.30107168999999995,0.283448037931646
639,639,640,MM,262,2,1.86,2.18,0.0,0.6,0,1,0.4,1.58,1.86,-0.28,No,0.275229,0.0,0.32,2,MM,0.9005,639,0,1,0.0995,0.7950664136622391,1,0.7332192511318635,0.009900250000000006,0.07117196796664373
640,640,641,CH,233,3,1.79,2.09,0.0,0.0,0,0,0.5072,2.09,1.79,0.3,No,0.0,0.0,0.3,3,CH,0.786,640,1,1,0.786,0.9506079027355624,1,0.821384661241995,0.04579599999999999,0.031903439239636865
641,641,642,MM,236,2,1.75,1.99,0.0,0.0,0,0,0.60576,1.99,1.75,0.24,No,0.0,0.0,0.24,2,CH,0.5281,641,1,0,0.5281,0.1060728744939271,1,0.5397753601787585,0.27888961,0.2913574394561085
642,642,643,CH,237,2,1.75,1.99,0.0,0.0,0,0,0.484608,1.99,1.75,0.24,No,0.0,0.0,0.24,2,CH,0.676,642,1,1,0.676,0.9261430246189918,1,0.8027690017808172,0.10497599999999997,0.03890006665853528
643,643,644,CH,238,2,1.75,1.99,0.0,0.0,0,0,0.587686,1.99,1.75,0.24,No,0.0,0.0,0.24,2,CH,0.7748,643,1,1,0.7748,0.9565329218106996,1,0.8101459792313352,0.05071503999999998,0.03604454920202859
644,644,645,CH,239,3,1.79,2.23,0.0,0.0,0,0,0.670149,2.23,1.79,0.44,No,0.0,0.0,0.44,3,CH,0.9264,644,1,1,0.9264,0.9775135135135136,1,0.9473137643766814,0.00541696,0.0027758394241558506
645,645,646,CH,240,2,1.75,1.99,0.0,0.3,0,1,0.736119,1.69,1.75,-0.06,No,0.150754,0.0,0.24,2,CH,0.8678,645,1,1,0.8678,0.9689455388180764,1,0.8006718324935185,0.017476839999999997,0.039731718361491954
646,646,647,CH,241,3,1.79,2.23,0.0,0.0,0,0,0.788895,2.23,1.79,0.44,No,0.0,0.0,0.44,3,CH,0.9665,646,1,1,0.9665,0.9914902449149025,1,0.9522259473012734,0.0011222499999999982,0.0022823601112607053
647,647,648,CH,247,3,1.99,2.23,0.0,0.0,0,0,0.831116,2.23,1.99,0.24,No,0.0,0.0,0.24,3,CH,0.9593,647,1,1,0.9593,0.990370525434373,1,0.9522259473012734,0.0016564899999999966,0.0022823601112607053
